	City	Price	State	Title	Url	Condition	Cylinders	Description	Drive	Fuel	Make_Model	Num_Image	Odometer	Paint_Color	Size	Time	Title_Status	Transmission	VIN	Year
73	McComb	6500	N/A	2006 Dodge Charger RT Daytona 40k miles!!!	https://northmiss.craigslist.org/cto/d/2006-dodge-charger-rt-daytona/6481294192.html			I have a 2006 Dodge Charger Daytona for sale. This is not a clone. It is the real deal. #119 ONLY 40,000 original miles. Paint is all original and body is in excellent condition other than scuff on back bumper. Interior is in excellent condition Down side:Needs a motor and car got wet but has clean title. No salvage title. $6500 OBO that's $.50 on the dollar of its book value and what it's worth fixed. It is immaculate.		 gas	Dodge Charger RT Daytona	6.0				2018-02-01  5:36pm	 clean	 automatic		2006.0
74	Florence	12900	N/A	2009 Chevy Avalanche Z71 4WD	https://northmiss.craigslist.org/cto/d/2009-chevy-avalanche-z71-4wd/6473939447.html	 excellent	 8 cylinders	2009 Chevy Avalanche Z71 4wd, loaded with leather, power windows, locks, mirrors, seats, rear view camera, Bluetooth hands free phone usage, DVD player, near new tires, towing package, very nice vehicle...Asking 12,900 obo call/text  show contact info	 4wd	 gas	chevy avalanche	6.0	178000.0	 white	 full-size	2018-01-26  2:38pm	 clean	 automatic		2009.0
75	Pontotoc	3400	N/A	Ford ranger	https://northmiss.craigslist.org/cto/d/ford-ranger/6474818917.html	 good	 4 cylinders	1999 ford ranger good shape	 rwd	 gas	ford ranger	6.0	250000.0	 brown	 compact	2018-01-27 11:03am	 clean	 manual		1999.0
76	N/A	6500	N/A	1986 Chevy Caprice Brougham	https://northmiss.craigslist.org/cto/d/1986-chevy-caprice-brougham/6481272841.html	 good	 8 cylinders	1986 Chevy Caprice Brougham. V8 original engine with only 57,000 miles. Car is in very good condition. Asking for $6500 OBO.		 gas	chevy caprice classic	5.0		 white		2018-02-01  5:17pm	 clean	 automatic		1986.0
77	N/A	45500	N/A	2016 SUBURBAN LTZ 4X4	https://northmiss.craigslist.org/cto/d/2016-suburban-ltz-4x4/6481271007.html			LEATHER SEATS, BUCKET 2ND ROW, WEATHER TECH MATS, 55,000 MILES, EVERYTHING BUT NO DVD OR SUNROOF, GREAT SHAPE. NO TRADES AND SERIOUS INQUIRIES ONLY. TEXT or CALL  show contact info		 gas	chevrolet suburban	3.0				2018-02-01  5:15pm	 clean	 automatic		2016.0
78	Oxford	6800	N/A	96 F350	https://northmiss.craigslist.org/cto/d/96-f350/6478377509.html			96 flatbed, powerstroke, 5 spd, 243k miles, 80% firestone Tire's, very strong, new glow plugs. $6800 obo.		 diesel	Ford F350	5.0				2018-01-30 11:38am	 clean	 manual		1996.0
79	Corinth	5800	N/A	Chevy sonic	https://northmiss.craigslist.org/cto/d/chevy-sonic/6481261974.html	 excellent	 4 cylinders	2012 Chevy sonic very clean little car only has 61,000 miles everything works as it should with no check engine lights on. Been driven to collage daily and miles will go up .	 fwd	 gas	Chevrolet Sonic	4.0	61000.0	 white	 compact	2018-02-01  5:07pm	 clean	 automatic		2012.0
80	New	6800	Albany	03 z71	https://northmiss.craigslist.org/cto/d/03-z71/6473007381.html			I have a 03 chevrolet z71 for sale runs and drives good call or text  show contact info May trade wyg		 gas	chevrolet 1500 silverado	1.0	219000.0			2018-01-25  6:34pm	 clean	 automatic		2003.0
81	memphis	4500	N/A	Sierra Truck for sale	https://northmiss.craigslist.org/cto/d/sierra-truck-for-sale/6481244415.html			04 Gmc Sierra ,power windows , power door locks , v8 5.3 L , automatic 2wd leather , 4 doors ext cab available  with clean title , call me at (901)513/16/53asking 4500 but open to offers just not lowballers		 gas	sierra	2.0	200.0			2018-02-01  4:52pm	 clean	 automatic		2004.0
82	Carrollton	2800	Ms	2005 Ford Crown Victoria	https://northmiss.craigslist.org/cto/d/2005-ford-crown-victoria/6478080541.html	 good	 8 cylinders	2005 Ford Crown Victoria 85,000 miles EX-Fire chiefs car red in color  cold A/C new battery fresh oil change if you are looking for a good riding and driving clean crown victoria this is it $2800 FIRM call  show contact info clear title in hand I have owned this car over 3 years and would drive it anywhere thanks for looking	 rwd	 gas	Ford Crown Victoria	8.0	85000.0	 red	 full-size	2018-01-30  7:55am	 clean	 automatic		2005.0
83	waynesboro	7999	N/A	2006 dodge 2500 mega cab 4x4 cummins	https://northmiss.craigslist.org/cto/d/2006-dodge-2500-mega-cab-4x4/6446887628.html			269k miles needs paint will run and drive with batteries call  show contact info text  show contact info	 4wd	 diesel	dodge	24.0				2018-01-03  3:44pm	 rebuilt	 automatic		2006.0
84	Walnut	6900	N/A	2011 Ford Edge SE	https://northmiss.craigslist.org/ctd/d/2011-ford-edge-se/6481226362.html	 like new	 6 cylinders	2011 Ford Edge SE v6/auto,black cloth,cd,backup cam,alum wheels like new 128k miles call 662-750-165eight	 fwd	 gas	ford edge	9.0	128000.0	 black	 mid-size	2018-02-01  4:38pm	 clean	 automatic		2011.0
85	HOUSTON	18500	MS	2017 JOURNEY GT, LEATHER, HEATED SEATS, 8.4 RADIO, LIKE NEW	https://northmiss.craigslist.org/ctd/d/2017-journey-gt-leather/6481224014.html			Mileage: 22,766 milesExterior: White Noise Tri-CoatInterior: Black/Red LeatherTransmission: AutomaticEngine: ENGINE: 3.6L V6 24V VVTVIN: 3C4PDCEG4HT614025Stock #: 85u4025Griffin Motors662-456-4281		 gas	dodge journey	14.0	22766.0			2018-02-01  4:36pm	 clean	 automatic		2017.0
86	walnut	26000	ms	2015 Ford F150 SuperCrew fx4	https://northmiss.craigslist.org/ctd/d/2015-ford-f150-supercrew-fx4/6481217711.html	 excellent	 8 cylinders	2015 Ford F150 SuperCrew 4x4 FX4 5.0L cloth power heated seats,Microsoft backup cam bluetooth,CD,remote start,stepbars,like new tires,spray-in  bedliner,call 662-750-165eight	 4wd	 gas	ford f150	10.0	72500.0	 silver	 full-size	2018-02-01  4:31pm	 clean	 automatic		2015.0
87	Pontotoc	2999	Ms	2006 Chevrolet Trailblazer LS	https://northmiss.craigslist.org/cto/d/2006-chevrolet-trailblazer-ls/6478553740.html	 good	 6 cylinders	For Sale: 2006 Chevrolet Trailblazer LS. All power, v-6 engine, cruise, good tires, 4x4, 198,000 hwy mi. If you are looking for a bargain, you just found one.	 4wd	 gas	Chevrolet Trailblazer	7.0	197000.0	 white	 mid-size	2018-01-30  1:35pm	 clean	 automatic		2006.0
88	Booneville	4000	ms	GMC	https://northmiss.craigslist.org/cto/d/gmc/6463277525.html	 good	 8 cylinders	GMC 2500hd 6.0 gas burner truck runs good only reason selling is bought another one located in Booneville ms call  show contact info for more info	 rwd	 gas	GMC	3.0	235000.0	 white		2018-01-17  2:53pm	 clean	 automatic		2005.0
89	345 HWY 2NE CORINTH	16900	MS	2012 FORD F150 XL SUPERCAB 4X4 GREAT WORK TRUCK STOCK #630 - ABSOLUTE	https://northmiss.craigslist.org/ctd/d/2012-ford-f150-xl-supercab/6481207992.html		 8 cylinders	STOCK # 630CLEAN CARFAXONE OWNER5.0 V84WD AUTOMATIC71K MILESSHORT BED VINYL SEATS AND FLOORSPOWER WINDOWS / LOCKS / MIRRORSCD / SAT RADIO / AUXKEYLESS ENTRYCRUISERUNNING BOARDSTOWING PACKAGEFINANCING AVAILABLECALL JUSTIN @ 662-808-6298 OR 662-287-5595VISIT OUR WEBSITE @ absolute350.comWILL TRADE FOR FORD F150, F250, F350, DODGE RAM, CHEVROLET, ANY OLD MOPAR	 4wd	 gas	FORD F150 XL	12.0	71218.0	 white		2018-02-01  4:23pm	 clean	 automatic		2012.0
90	walnut	5900	ms	2006 Dodge Dakota slt 4×4	https://northmiss.craigslist.org/ctd/d/2006-dodge-dakota-slt-44/6481206788.html	 excellent	 6 cylinders	2006 Dodge Dakota 4 door 3.6 v6 4x4  cloth power windows locks CD,bull bar,fender flares like new tires call 662-750-165eight	 4wd	 gas	dodge dakota	11.0	126000.0	 blue	 mid-size	2018-02-01  4:22pm	 clean	 automatic		2006.0
91	Southaven	3995	N/A	2010 Chevy Impala	https://northmiss.craigslist.org/cto/d/2010-chevy-impala/6481195044.html	 good	 6 cylinders	Only 170,000 miles on it. Ride and drive all the way. 3.5 liter engine, cloth interior, good tires, ac and heat works perfectly. Fm Am cd player. Clear and clean title. No salvage no wreck history. Serious buyers only please  show contact info	 fwd	 gas	chevy impala	5.0	171000.0	 blue		2018-02-01  4:12pm	 clean	 automatic		2010.0
92	Walnut	10900	N/A	2013 Ford Edge Limited	https://northmiss.craigslist.org/ctd/d/2013-ford-edge-limited/6481197108.html	 excellent	 6 cylinders	2013 Ford Edge Limited v6,leather heated seats,navagation,backup cam,20inch wheels tires are in good shape call 662-750-165eight	 fwd	 gas	ford edge limited	9.0	83000.0	 black	 mid-size	2018-02-01  4:14pm	 clean	 automatic		2013.0
93	walnut	22950	ms	2013 Ford F150 Screw Lariat  4x4  82k miles	https://northmiss.craigslist.org/ctd/d/2013-ford-f150-screw-lariat/6481195020.html	 excellent	 8 cylinders	2013 Ford F150, 5.0/auto,SuperCrew Larait 4x4,gray leather power  heated and cooled seats, navagation,backup cam,Bluetooth,console shifter,stepbars,20 inch wheels tires are in good shape very clean truck call 662-750-165eight	 4wd	 gas	ford f-150	11.0	81200.0	 blue	 full-size	2018-02-01  4:12pm	 clean	 automatic		2013.0
94	Walnutms	19500	N/A	2014 Dodge Ram 1500 Big horn 52k miles	https://northmiss.craigslist.org/ctd/d/2014-dodge-ram-1500-big-horn/6481193324.html	 excellent	 8 cylinders	2014 Dodge Ram 1500 Quadcab Big horn 5.7 Hemi 4x4,power windows,locks,tilt cruise,backup cam,bluetooth,20inch wheels like new tires clean truck call 662-750-165eighti	 4wd	 gas	dodge ram 1500 4x4	11.0	52500.0	 black	 full-size	2018-02-01  4:11pm	 clean	 automatic		2014.0
95	walnut	23999	ms	2014 Ford F150 SuperCrew 4x4  49k miles	https://northmiss.craigslist.org/ctd/d/2014-ford-f150-supercrew-4x4/6481192104.html	 excellent	 6 cylinders	2014 Ford F150 SuperCrew 4x4 XLT,3.5 ecoboost,gray leather seats,cd,backup cam,stepbars,bedliner,hd headlights new goodyear wrangler tires call 662-750-165eight	 4wd	 gas	ford f-150	10.0	49000.0	 black	 full-size	2018-02-01  4:10pm	 clean	 automatic		2014.0
96	HOUSTON	27500	MS	2017 RAM 1500 QUAD CAB 4X4 BIG HORN, REMOTE START, BACKUP CAM, LOADED	https://northmiss.craigslist.org/ctd/d/2017-ram-1500-quad-cab-4x4/6481191343.html		 8 cylinders	Mileage: 20,300 milesExterior: Bright White ClearcoatInterior: Diesel Gray/Black ClothTransmission: AutomaticEngine: ENGINE: 5.7L V8 HEMI MDS VVTVIN: 1C6RR7GT9HS685371Stock #: 56u5371Griffin Motors662-456-4281	 4wd	 gas	dodge ram 1500	17.0	20300.0			2018-02-01  4:09pm	 clean	 automatic		2017.0
97	West	5500	Point	2001 ford Mustang GT	https://northmiss.craigslist.org/cto/d/2001-ford-mustang-gt/6481178372.html	 good	 8 cylinders	Super Clean Ford Mustang Gt5 speed manual Black Leather 20 inch American Racing Boss 304 wheels with 5th wheel to match!show contact info$5500 obo	 rwd	 gas	ford Mustang Gt	2.0	160000.0	 red		2018-02-01  3:59pm	 clean	 manual		2001.0
98	Hardin	33999	County	!*!*!*2011 Chevrolet 2500HD LT Duramax!*!*!*!	https://northmiss.craigslist.org/cto/d/2011-chevrolet-2500hd-lt/6464461994.html	 good	 8 cylinders	"2011 Chevrolet 2500HD LT Duramax with 92,xxx miles on it. Cloth interior w/ power locks, power windows, after market remote start, double din touch screen radio, single 10"" subwoofer and custom box under rear seat. Has vinyl floor instead of carpet which makes for much easier cleaning. Also has a BW turnover ball in the bed. Paint is not perfect by no means but the truck is not beat up either. Has a few minor scratches and rock chips.Has an aftermarket reverse camera but it gets moisture in the lenses after rain and you cant see anything with it. 20x12 Moto Metal 962's wrapped with Nitto 420s with about 1,000 miles on setup. Also have factory LTZ wheels to go with it too but will need tires. All wheels and tires have TPMS sensors. Truck has been deleted for optimum reliability and includes a 5"" exhaust, PPEI switch on the fly tunes (+30-200hp) and transmission tuning for better performance and reliability, has a FASS fuel system. The FASS Mass Flow Return continually polishes the fuel. The MFR removes all types of fuel contaminants (Dirt, Air, Vapor & Water) during each pass through the FASS and increases HP as well as the life of the fuel injectors. The only thing I can think of that it really needs is the exhaust hangers could be redone to hold the pipe up a little bit tighter. The 5'' exhaust was a bolt on kit and utilized factory hangers and the exhaust will rattle a little bit from time to time going over bumps. I would have already fixed it but I do not have a welder handy. I have all of the stock exhaust components I can include as well if needed as well as the factory side steps.This has been a great truck and I do not have to sell but I have no use for the truck anymore so I am considering downsizing to a smaller truck. Might trade for a 4x4 Tacoma or Chevy 1500. Will sell with stock wheels only for less Call or text  show contact info"	 4wd	 diesel	chevrolet silverado 2500hd	9.0	93000.0		 full-size	2018-01-18  2:42pm	 clean	 automatic		2011.0
99	Athens	13500	N/A	1971 Plymouth Duster	https://northmiss.craigslist.org/cto/d/1971-plymouth-duster/6481152662.html	 fair	 8 cylinders	1971 Plymouth Duster, Athens Alabama $13,500 older restoration, automatic, 360, patched floor pans, starting to show rust bubbles under the vinyl top and bottom of driver side quarter panel, Paint is a 7/10 new looking interior with bucket seats, good glass, minor issues like wipers, radio and dash lights are not working (could be only fuses) gas gauge works, turn signals work, head light and low/high beam work, good tire (90% tread). Still has drum brakes, original steering wheel, dual exhaust, no power steering, holley carb. Daily driver........Not a trailer queen but wouldn't take a lot to be show quality. Great car for restoration, it was a 318 car. No title, Alabama does not require a title of this year vehicle. Thanks for looking.	 rwd	 gas	plymouth duster	8.0		 yellow	 mid-size	2018-02-01  3:39pm	 missing	 automatic		1971.0
100	N/A	1556	N/A	This white 2008 Infiniti G35 Offers 4wd plus a V8 Motor	https://northmiss.craigslist.org/cto/d/this-white-2008-infiniti-g35/6481043877.html			Navigation, Back Up Camera, Heated/ Cooled Seats with memory, Power Trunk, Folding Rear Seats, Auto Lights, Xenon, Rain Sensor, CD/MP3/DVD, AUX, CD Changer, USB. Premium Sound System.		 gas	Infiniti G35	1.0				2018-02-01  2:18pm	 clean	 automatic		2008.0
101	Columbus	3000	N/A	1964 Ford	https://northmiss.craigslist.org/cto/d/1964-ford/6481135217.html	 fair	 6 cylinders	1964 F100 6cyl standard great project truck.  I have to many.   show contact info		 gas	Ford 100	12.0		 red	 full-size	2018-02-01  3:26pm	 clean	 manual		1964.0
102	Walnut	11400	N/A	2010 Ford f150 SuperCrew	https://northmiss.craigslist.org/ctd/d/2010-ford-f150-supercrew/6481140401.html	 excellent	 8 cylinders	2010 Ford F150 SuperCrew 4.6 v8 xlt,cloth,power seat,windows,locks,mirrors,cd,nice truck 121k miles call 662-750-165eight	 rwd	 gas	Ford F150	12.0	121000.0		 full-size	2018-02-01  3:30pm	 clean	 automatic		2010.0
103	Baldwyn	13900	ms	2007 Chevy Tahoe LTZ	https://northmiss.craigslist.org/cto/d/2007-chevy-tahoe-ltz/6450908728.html	 excellent	 8 cylinders	2007 LTZ Tahoe 4wd, has 169k miles on it. Has new tires and weather tech floor mats all the way thru it. Call or text for more pictures and info.	 4wd	 gas	Chevy Tahoe LTZ	4.0	169.0	 grey	 full-size	2018-01-07  8:20am	 clean	 automatic		2007.0
104	SOUTHAVEN	10995	N/A	2013 Dodge Avenger	https://northmiss.craigslist.org/cto/d/2013-dodge-avenger/6481117513.html	 like new		Super nice Dodge Avenger very low miles, one owner car non smoking sunroof, Sirus radio, Boss speakers, 3.6L VVT engine and much more give me a call or stop by to see this great deal!!!Call Mike Brock @  show contact info OR Jerri  show contact info		 gas	Dodge Avenger	4.0	102036.0	 white		2018-02-01  3:13pm	 clean	 automatic	 1C3CDZCG6DN709396	2013.0
